party#party.1#candidate#votes#%#±%
<NA>#National#Michael McCormack#42608#40.28#+5.89
<NA>#Labor#Mark Jeffreson#19460#18.39#−6.54
<NA>#One Nation#Mark Craig#10428#9.86#+2.51
<NA>#Independent#Jenny Rolfe#6898#6.52#+6.52
<NA>#Independent#James Gooden#5105#4.83#+4.83
<NA>#Greens#Pheonix Valxori#4747#4.49#−2.25
<NA>#Shooters, Fishers, Farmers#Desiree Gregory#4237#4.01#−0.06
<NA>#Libertarian#Christine Onley#2345#2.22#+2.22
<NA>#Citizens#Richard Foley#2254#2.13#+2.13
<NA>#Family First#Mark Burge#2156#2.04#+2.04
<NA>#Independent#Grant Hardwick#1865#1.76#+1.76
<NA>#Independent#Barbara Baikie#1864#1.76#+1.76
<NA>#Independent#Jake Davis#1824#1.72#+1.72
Total formal votes#Total formal votes#Total formal votes#105791#88.85#−4.09
Informal votes#Informal votes#Informal votes#13272#11.15#+4.09
Turnout#Turnout#Turnout#119063#92.56#+0.87
Two-party-preferred result#Two-party-preferred result#Two-party-preferred result#Two-party-preferred result#Two-party-preferred result#Two-party-preferred result
<NA>#National#Michael McCormack#66389#62.75#+3.04
<NA>#Labor#Mark Jeffreson#39402#37.25#−3.04
<NA>#National hold#National hold#Swing#+3.04#<NA>
