teams#location#stadium#capacity#position_2024_season#license
Azul Claro Numazu#Numazu, Shizuoka#Ashitaka Park Stadium#5104#10th#J2
Fukushima United#Fukushima, Fukushima#Toho Stadium#15454#5th#J2
Gainare Tottori#Tottori, Tottori#Axis Bird Stadium#11999#13th#J2
FC Gifu#Gifu, Gifu#Gifu Nagaragawa Stadium#16310#8th#J1
Giravanz Kitakyushu#Kitakyushu, Fukuoka#Mikuni World Stadium Kitakyushu#15300#7th#J1
Kagoshima United#Kagoshima, Kagoshima#Shiranami Stadium#19934#J2 (19th)#J1
Kamatamare Sanuki#Takamatsu, Kagawa#Pikara Stadium#30099#16th#J1
Kochi United#Kōchi, Kōchi#Kochi Haruno Athletic Stadium#25000#JFL (2nd)#J3
Matsumoto Yamaga#Matsumoto, Nagano#Sunpro Alwin#20000#4th#J1
Nagano Parceiro#Nagano, Nagano#Nagano U Stadium#15515#18th#J2
Nara Club#Nara, Nara#Rohto Field Nara#30600#17th#J2
FC Osaka#Higashiōsaka, Osaka#Hanazono Rugby Stadium#27346#6th#J2
Ryukyu Okinawa#Naha, Okinawa#Tapic Kenso Hiyagon Stadium#15500#14th#J1
SC Sagamihara#Sagamihara, Kanagawa#Sagamihara Gion Stadium#6291#9th#J2
Tegevajaro Miyazaki#Miyazaki, Miyazaki#Ichigo Miyazaki Shintomi Football Stadium#5354#15th#J2
Thespa Gunma#Maebashi, Gunma#Shoda Shoyu Stadium Gunma#15253#J2 (20th)#J1
Tochigi City FC#Tochigi, Tochigi#Tochigi Football Station#5129#JFL (1st)#J3
Tochigi SC#Utsunomiya, Tochigi#Kanseki Stadium Tochigi#25244#J2 (18th)#J1
Vanraure Hachinohe#Hachinohe, Aomori#Prifoods Stadium#5124#7th#J2
Zweigen Kanazawa#Kanazawa, Ishikawa#Kanazawa Go Go Curry Stadium#10444#12th#J1
