fatalities#year#article#type#location
96-100#1868#1868 Lofoten storm [no]#Storm#Lofoten, Nordland
90#1726#1726 Senja storm [no]#Storm#Senja, Troms
84 (Norwegians)#2004#2004 Indian Ocean tsunami#Tsunami#Southeast Asia
78#1952#West Ice accidents#Shipwrecks#Arctic Ocean east of Greenland
74#1936#1936 Loenvatnet landslide and megatsunami [no]#Landslide and megatsunami#Loen, Nordfjord
63#1789#Storofsen flood#Flood#Hedmark
61#1905#Loenvatnet landslide tsunami [no]#Landslide and megatsunami#Loen, Nordfjord
55#1989#Partnair Flight 394#Plane crash#Offshore of Hirtshals, Denmark
45#1811#1811 Arnafjorden landslide#Landslide#Arnafjorden, Vestland
43#1913#Sinking of the DS Malmberget#Shipwreck#Norwegian Sea north of Myken, Nordland
41#1962#Sinking of the MS Sanct Svithun#Shipwreck#Folda, Trøndelag
41#1972#Braathens SAFE Flight 239#Plane crash#Asker, Akershus
40#1934#Tafjord disaster [no]#Landslide and megatsunami#Tafjorden, Møre og Romsdal
40#1979#Sinking of the MS Berge Vanga#Shipwreck#Atlantic Ocean
39#1961#1961 Holtaheia Vickers Viking crash#Plane crash#Holta, Rogaland
36#1974#Sinking of the FV Gaul#Shipwreck#Barents Sea, Finnmark
36#1988#Widerøe Flight 710#Plane crash#Torghatten, Nordland
35#1947#Kvitbjørn disaster#Plane crash#Lødingen, Nordland
34#1901#Sandsundvær disaster [no]#Tide surge#Sandsundvær, Nordland
34#1949#Hurum air disaster#Plane crash#Hurum, Buskerud
32#1756#Tjelle landslide [no]#Landslide and megatsunami#Tjelle, Nesset, Møre og Romsdal
32#1868#Oppdal avalanche#Avalanche#Trøndelag
32#1956#Sinking of the SS Pelagia [no]#Shipwreck#Offshore of the Skomvær Lighthouse, Nordland
32#1972#Sinking of the MS Anita [no]#Shipwreck#Atlantic Ocean off of New Jersey
30#1733#1733 Oldedalen landslide#Landslide#Olden, Vestland
30#1821#1821 Andenes storm#Storm#Andenes, Nordland
30#1899#Røværulykken [no]#Shipwreck#Røvær, Rogaland
30#1951#Sinking of the MS Bess [no]#Shipwreck#North Sea west of Denmark
30#1968#Sinking of the MS Etnefjell [no]#Shipwreck#North Atlantic
30#1975#Sinking of the MS Berge Istra#Shipwreck#Pacific Ocean near the Philippines
29#1938#Hegdehaugsveien 32 fire [no]#Building fire#Oslo
29#2009#2009 swine flu pandemic in Norway#Pandemic#Nationwide
29#1973#Sinking of the MV Norse Variant#Shipwreck#Atlantic Ocean offshore of New Jersey
27#1770#Hjørundfjord avalanche#Avalanche#Hjørundfjorden, Møre og Romsdal
27#1975#Tretten train disaster#Train accident#near Tretten, Innlandet
26#1806#1806 Vesterålen storm#Storm#Troms and Nordland
25#1906#Second Gjæsling disaster [no]#Storm#Foldafjord, Trøndelag
25#1944#Breifoss disaster [no]#Train collision#Breifoss, Buskerud
