no.#title#directed_by#written_by#original_release_date#u.s._viewers_(millions)
1#"Pilot"#Maggie Kiley#Jenna Bans & Bill Krebs#February 23, 2025#1.79
2#"Pests"#Phil Traill#Jenna Bans & Bill Krebs#March 2, 2025#1.02
3#"Companion Planting"#Phil Traill#Jenna Bans & Bill Krebs#March 9, 2025#1.06
4#"Force of Nature"#Michael Weaver#Jenna Bans & Bill Krebs#March 16, 2025#1.03
5#"Pollination"#Erin Feeley#Bridget Bedard#March 23, 2025#0.85
6#"Plant Parenthood"#Alexandra Cunningham#Alexandra Cunningham#March 30, 2025#1.00
7#"Germination"#Millicent Shelton#Nicki Renna#April 4, 2025#1.21
8#"The Frost"#Sara Zandieh#Justin W. Lo#April 11, 2025#1.34
9#"The Cup"#Pete Chatmon#Brook Sitgraves Turner#April 18, 2025#1.28
10#"Seasons"#Michael Weaver#Samantha Taylor Pickett & Steve Rubinshteyn#April 25, 2025#1.24
11#"Monaco Under the Stars"#Maggie Kiley#Kris Baucom#May 2, 2025#1.38
12#"The Fallow Period"#Eric Galileo Tignini#Kaylon Kennedy & Jason Sheradsky#May 9, 2025#1.40
13#"Bad Seeds"#Maggie Kiley#Jenna Bans & Bill Krebs#May 16, 2025#TBD
