rank#name#nationality#1#2#3#result#points#notes#total
1#Saga Vanninen#Finland#15.20#14.59#15.81#15.81#915#SB#2967
2#Bianca Salming#Sweden#14.08#14.69#X#14.69#840#<NA>#2749
3#Kate O'Connor#Ireland#13.57#14.64#13.95#14.64#837#PB#2889
4#Vanessa Grimm#Germany#14.63#14.51#14.62#14.63#836#<NA>#2760
5#Taliyah Brooks#United States#X#14.08#14.39#14.39#820#PB#2882
6#Yuliia Loban#Ukraine#14.01#X#X#14.01#795#<NA>#2609
7#Paulina Ligarska#Poland#13.98#X#X#13.98#793#<NA>#2724
8#Xénia Krizsán#Hungary#12.46#13.12#13.29#13.29#747#<NA>#2582
9#Timara Chapman#United States#12.72#13.23#12.81#13.23#743#<NA>#2809
10#Camryn Newton-Smith#Australia#13.06#12.14#X#13.06#731#SB#2745
11#Szabina Szűcs#Hungary#11.60#13.06#11.97#13.06#731#SB#2647
12#Liu Jingyi [de]#China#11.60#13.06#11.97#13.06#731#SB#2647
13#Célia Perron#France#12.06#X#X#12.06#665#<NA>#2639
14#Jana Koščak#Croatia#11.20#11.27#12.05#12.05#664#SB#2584
