no.#title#directed_by#written_by#original_air_date#u.s._viewers_(millions)
1#"Seven Days a Week and Twice on Sunday"#Victoria Mahoney#Aaron Korsh#February 23, 2025#2.61
2#"Old Man Hanrahan"#Anton L. Cropper#Aaron Korsh#March 2, 2025#1.47
3#"He Knew"#Christopher Misiano#Genevieve Sparling#March 9, 2025#1.54
4#"Batman Returns"#Silver Tree#Jon Cowan#March 16, 2025#1.59
5#"You're on Your Own"#Anton L. Cropper#Sharyn Rothstein#March 23, 2025#1.29
6#"Dester"#Michael Smith#Rick Muirragui#March 30, 2025#1.40
7#"Good Times"#Cierra "Shooter" Glaudé#Marshall Knight & Rob LaMorgese#April 6, 2025#1.75
8#"Acapulco"#Anton L. Cropper#Sharyn Rothstein#April 13, 2025#1.40
9#"Bat Signal"#Silver Tree#Rick Muirragui#April 20, 2025#1.31
10#"Slugfest"#Erin Feeley#Maia Henkin#April 27, 2025#0.97
11#"Tearin' Up My Heart" "Stuart and the Tedster"#Erskine Forde#Jon Cowan#May 4, 2025#1.11
12#"Angry Sylvester"#Emile B. Levisetti#Genevieve Sparling#May 11, 2025#0.98
13#"Freedom"#<NA>#Aaron Korsh#May 18, 2025#TBD
