from#to#ambassadoe#residence
1968#1975.0#Paul Le Mintier de Léhélec#Port of Spain
1975#1979.0#Henri Chollet#Port of Spain
1979#1983.0#René de Choiseul-Praslin#Port of Spain
1983#1984.0#Françoise Claude-Lafontaine#Port of Spain
1984#1987.0#Jean Le Cannelier#Port of Spain
1987#1991.0#Jane Debenest#Port of Spain
1991#1995.0#Denis Nardin#Port of Spain
1995#1999.0#Pierre Ariola#Port of Spain
1999#2004.0#Olivier Pelen#Port of Spain
2004#2008.0#Charley Causeret#Port of Spain
2008#2012.0#Michel Trinquier#Port of Spain
2012#2015.0#Jacques Sturm#Port of Spain
2015#2016.0#Éric de la Moussaye#Castries
2016#2020.0#Philippe Ardanaz#Castries
2020#2022.0#Jacques-Henry Heuls#Castries
2022#<NA>#Francis Étienne#Castries
