name#name.1#5th_cc#7th_cc#birth#pm#death#birthplace#gender
Chen Tanqiu[I]#陳潭秋#Alternate#Member#1896#1921#1943#Hubei#Male
Chen Yun[II]#陈云#Nonmember#Nonmember#1905#1925#1995#Shanghai#Male
Deng Zhongxia[III]#邓中夏#Member#Nonmember#1894#1921#1933#Hunan#Male
Fu Zhong[IV]#傅钟#Nonmember#Nonmember#1900#1921#1989#Sichuan#Male
Gan Zhuotang[V]#甘卓棠#Nonmember#Nonmember#1899#1926#1929#Guangdong#Male
He Wei[VI]#何畏#Nonmember#Nonmember#?#?#1949#Guangxi#Male
Huang Ping[VII]#黄平#Alternate#Nonmember#1901#1924#1981#Hubei#Male
Kong Yuan[VIII]#孔原#Nonmember#Nonmember#1906#1925#1990#Jiangxi#Male
Li Fuchun[IX]#李富春#Nonmember#Member#1900#1923#1975#Hunan#Male
Li Weihan[X]#李维汉#Nonmember#Nonmember#1896#1921#1984#Hunan#Male
Li Xiannian[XI]#李先念#Nonmember#Nonmember#1909#1927#1992#Hubei#Male
Li Zhusheng[XII]#李竹声#Nonmember#Nonmember#1903#1925#1951#Anhui#Male
Li Zifen[XIII]#李子芬#Nonmember#Nonmember#1902#1923#1935#Hubei#Male
Lin Yuying[XIV]#林育英#Nonmember#Nonmember#1897#1922#1942#Hubei#Male
Liu Jianyu[XV]#刘坚予#Nonmember#Nonmember#1895#1925#1930#Shaanxi#Male
Luo Zhanglong[XVI]#罗章龙#Member#Nonmember#1896#1921#1995#Hunan#Male
Peng Dehuai[XVII]#彭德怀#Nonmember#Nonmember#1898#1928#1974#Hunan#Male
Shen Zemin[XVIII]#沈泽民#Nonmember#Nonmember#1900#1921#1933#Zhejiang#Male
Shi Wenbin[XIX]#史文彬#Nonmember#Nonmember#1887#1921#1942#Shandong#Male
Tang Hongjing[XX]#唐宏经#Nonmember#Nonmember#1901#1926#2005#Liaoning#Male
Wang Fengfei[XXI]#王凤飞#Nonmember#Nonmember#1903#1926#1933#Jiangxi#Male
Wang Kequan[XXII]#王克全#Nonmember#Nonmember#1906#1924#1939#Anhui#Male
Wang Yinren[XXIII]#王荩仁#Nonmember#Nonmember#1901#1926#1981#Shandong#Male
Wang Zhongyi[XXIV]#王仲一#Nonmember#Nonmember#1901#1921#1931#Shanxi#Male
Wang Zhuo[XXV]#王灼#Nonmember#Nonmember#1898#1926#1932#Guangdong#Male
Xia Wenfa[XXVI]#夏文法#Nonmember#Nonmember#?#1926#1929#Hubei#Male
Xia Xi[XXVII]#夏曦#Nonmember#Nonmember#1901#1921#1936#Hunan#Male
Xu Lanzhi[XXVIII]#徐兰芝#Nonmember#Nonmember#?#?#1931#Henan#Female
Yang Shangkun[XXIX]#杨尚昆#Nonmember#Nonmember#1907#1926#1998#Chongqing#Male
Yuan Binghui[XXX]#袁炳輝#Nonmember#Nonmember#?#1926#1932#Guangdong#Male
Yun Daiying[XXXI]#恬代英#Member#Nonmember#1895#1921#1931#Hubei#Male
Zeng Bingchun[XXXII]#曾炳春#Nonmember#Nonmember#1902#1927#1932#Jiangxi#Male
Zhou Xiuzhu[XXXIII]#周秀珠#Nonmember#Nonmember#1910#1926#1970#Guangdong#Female
Zhu De[XXXIV]#朱德#Nonmember#Nonmember#1886#1925#1976#Sichuan#Male
