no.#title#written_by#original_release_date
1#"The Promotion"#Seth Rogen & Evan Goldberg & Peter Huyck & Alex Gregory & Frida Perez#March 26, 2025
2#"The Oner"#Peter Huyck#March 26, 2025
3#"The Note"#Seth Rogen & Evan Goldberg#April 2, 2025
4#"The Missing Reel"#Peter Huyck#April 9, 2025
5#"The War"#Frida Perez#April 16, 2025
6#"The Pediatric Oncologist"#Alex Gregory#April 23, 2025
7#"Casting"#Alex Gregory#April 30, 2025
8#"The Golden Globes"#Alex Gregory#May 7, 2025
9#"CinemaCon"#Alex Gregory#May 14, 2025
10#"The Presentation"#Seth Rogen & Evan Goldberg & Peter Huyck & Alex Gregory & Frida Perez#May 21, 2025
