award#date_of_ceremony#category#nominee(s)#result
Hollywood Music in Media Awards#November 20, 2024#Song – Onscreen Performance (Film)#"Blowin' in the Wind" – Timothée Chalamet#Nominated
Hollywood Music in Media Awards#November 20, 2024#Music Supervision – Film#Steven Gizicki#Nominated
Hollywood Music in Media Awards#November 20, 2024#Music Themed Film, Biopic or Musical#James Mangold, Fred Berger, Bob Bookman, Timothée Chalamet, and Alan Gasmer#Nominated
Gotham Awards#December 2, 2024#Visionary Tribute#Timothée Chalamet and James Mangold#Honored
National Board of Review#December 4, 2024#Top Ten Films#A Complete Unknown#Honored
National Board of Review#December 4, 2024#Best Supporting Actress#Elle Fanning#Won
American Film Institute Awards#December 5, 2024#Top Ten Films#A Complete Unknown#Honored
Boston Society of Film Critics#December 8, 2024#Best Actor#Timothée Chalamet#Won
Boston Society of Film Critics#December 8, 2024#Best Supporting Actor#Edward Norton#Won
Astra Film Awards#December 8, 2024#Best Actor#Timothée Chalamet#Won
Astra Film Awards#December 8, 2024#Breakthrough Award#Monica Barbaro#Won
Washington D.C. Area Film Critics Association#December 8, 2024#Best Actor#Timothée Chalamet#Nominated
San Diego Film Critics Society Awards#December 9, 2024#Best Actor#Timothée Chalamet#Nominated
San Diego Film Critics Society Awards#December 9, 2024#Best Use of Music#A Complete Unknown#Won
Chicago Film Critics Association Awards#December 12, 2024#Best Actor#Timothée Chalamet#Nominated
St. Louis Film Critics Association#December 15, 2024#Best Film#A Complete Unknown#Nominated
St. Louis Film Critics Association#December 15, 2024#Best Actor#Timothée Chalamet#Nominated
St. Louis Film Critics Association#December 15, 2024#Best Supporting Actress#Monica Barbaro#Nominated
St. Louis Film Critics Association#December 15, 2024#Best Soundtrack#A Complete Unknown#Won
New York Film Critics Online#December 16, 2024#Best Picture#A Complete Unknown#Nominated
New York Film Critics Online#December 16, 2024#Best Actor#Timothée Chalamet#Nominated
New York Film Critics Online#December 16, 2024#Best Use of Music#A Complete Unknown#Nominated
New York Film Critics Online#December 16, 2024#Top 10 Films#A Complete Unknown#Honored
San Francisco Bay Area Film Critics Circle#December 16, 2024#Best Actor#Timothée Chalamet#Nominated
Dallas–Fort Worth Film Critics Association#December 18, 2024#Best Film#A Complete Unknown#5th place
Dallas–Fort Worth Film Critics Association#December 18, 2024#Best Actor#Timothée Chalamet#3rd place
Dallas–Fort Worth Film Critics Association#December 18, 2024#Best Supporting Actor#Edward Norton#3rd place
