day_1_—_friday,_21_march_2025_time#day_1_—_friday,_21_march_2025_event#day_1_—_friday,_21_march_2025_gender#day_1_—_friday,_21_march_2025_round
10:05#60 metres hurdles#W#Pentathlon
10:23#400 metres#M#Round 1
10:45#High jump#W#Pentathlon
11:05#Triple jump#M#Final
11:15#800 metres#W#Round 1
11:55#800 metres#M#Round 1
12:55#60 metres#M#Round 1
13:15#Shot put#W#Pentathlon
18:30#High jump#M#Final
18:33#1500 metres#W#Round 1
18:42#Long jump#W#Pentathlon
19:18#1500 metres#M#Round 1
19:50#Shot put#W#Final
20:03#60 metres#M#Semi-final
20:26#400 metres#W#Round 1
20:47#400 metres#M#Semi-final
21:15#800 metres#W#Final pentathlon
21:24#60 metres#M#Final
Day 2 — Saturday, 22 March 2025#Day 2 — Saturday, 22 March 2025#Day 2 — Saturday, 22 March 2025#Day 2 — Saturday, 22 March 2025
Time#Event#Gender#Round
10:05#60 metres#M#Heptathlon
10:10#Pole vault#W#Final
10:25#60 metres hurdles#M#Round 1
10:45#Long jump#M#Heptathlon
11:15#60 metres#W#Round 1
12:05#800 metres#W#Semi-final
12:10#Shot put#M#Heptathlon
12:31#800 metres#M#Semi-final
18:34#Pole vault#M#Final
18:37#High jump#M#Heptathlon
19:10#3000 metres#W#Final
19:15#Triple jump#W#Final
19:33#3000 metres#M#Final
19:50#60 metres hurdles#M#Semi-final
20:15#60 metres#W#Semi-final
20:44#400 metres#W#Final
20:55#400 metres#M#Final
21:05#60 metres hurdles#M#Final
21:18#60 metres#W#Final
Day 3 — Sunday, 23 March 2025#Day 3 — Sunday, 23 March 2025#Day 3 — Sunday, 23 March 2025#Day 3 — Sunday, 23 March 2025
Time#Event#Gender#Round
10:05#60 metres hurdles#M#Heptathlon
10:19#Long jump#W#Final
10:25#60 metres hurdles#W#Round 1
11:10#Pole vault#M#Heptathlon
11:35#High jump#W#Final
19:35#60 metres hurdles#W#Semi-final
19:38#Shot put#M#Final
19:40#Long jump#M#Final
20:02#1000 metres#M#Final heptathlon
