nation_nation#stadium_home_stadium#stadium_capacity#stadium_location#coach_coach#captain_captain#world_rugby_ranking_start[a]#world_rugby_ranking_end[b]
England#York Community Stadium#8500#York#John Mitchell#Zoe Aldcroft#1st#1st
England#Welford Road#25849#Leicester#John Mitchell#Zoe Aldcroft#1st#1st
England#Twickenham Stadium#82000#London#John Mitchell#Zoe Aldcroft#1st#1st
France#Stade Marcel-Deflandre#16700#La Rochelle#Gaëlle Mignot[3]  David Ortiz#Manaé Feleu#4th#4th
France#Stade Amédée-Domenech#13979#Brive-la-Gaillarde#Gaëlle Mignot[3]  David Ortiz#Manaé Feleu#4th#4th
Ireland#Ravenhill Stadium#18196#Belfast#Scott Bemand#Edel McMahon#6th#5th
Ireland#Musgrave Park#8008#Cork#Scott Bemand#Edel McMahon#6th#5th
Italy#Stadio Sergio Lanfranchi#5000#Parma#Fabio Roselli#Elisa Giordano#8th#8th
Scotland#Edinburgh Rugby Stadium#7800#Edinburgh#Bryan Easson#Rachel Malcolm#7th#7th
Wales#Millennium Stadium#73931#Cardiff#Sean Lynn#Hannah Jones#10th#10th
Wales#Rodney Parade#8700#Newport#Sean Lynn#Hannah Jones#10th#10th
