title#director#cast#country#genre#citation
1980#1980#1980#1980#1980#1980.0
Little Darlings#Ronald F. Maxwell#Tatum O'Neal, Kristy McNichol#USA#Teen film Comedy drama#<NA>
1981#1981#1981#1981#1981#1981.0
Taxi zum Klo#Frank Ripploh#Frank Ripploh, Bernd Broaderup#Germany#Dark comedy#<NA>
Hot Bubblegum#Boaz Davidson#Jonathan Sagall, Yftach Katzur, Zachi Noy#Israel West Germany#Teen film Comedy drama#<NA>
Private Lessons#Alan Myerson#Sylvia Kristel, Howard Hesseman#USA#Teen film Comedy#<NA>
Something Like It#Yoshimitsu Morita#Kumiko Akiyoshi, Katsunobu Itō#Japan#Comedy#<NA>
1982#1982#1982#1982#1982#1982.0
The Concrete Jungle#Tom DeSimone#Jill St. John, Tracey E. Bregman#USA#Women in prison film#<NA>
The Last American Virgin#Boaz Davidson#Lawrence Monoson, Diane Franklin#USA#Teen film Comedy drama#<NA>
1983#1983#1983#1983#1983#1983.0
Chained Heat#Paul Nicholas#Linda Blair, John Vernon#USA West Germany#Women in prison film#<NA>
Class#Lewis John Carlino#Jacqueline Bisset, Rob Lowe, Andrew McCarthy#USA#Comedy#<NA>
Private School#Noel Black#Phoebe Cates, Matthew Modine#USA#Teen film Comedy#<NA>
Risky Business#Paul Brickman#Tom Cruise, Rebecca De Mornay#USA#Teen film Comedy#<NA>
1984#1984#1984#1984#1984#1984.0
Abnormal Family: Older Brother's Bride#Masayuki Suo#Kaoru Kaze, Miki Yamaji#Japan#Comedy#<NA>
1985#1985#1985#1985#1985#1985.0
Private Resort#George Bowers#Emily Longstreth, Karyn O'Bryan#USA#Comedy#<NA>
1986#1986#1986#1986#1986#1986.0
9½ Weeks#Adrian Lyne#Kim Basinger, Mickey Rourke#USA#Romance film Drama#<NA>
Call Me Tonight#Tatsuya Okamoto#Katsumi Toriumi, Sakiko Tamagawa#Japan#Anime Comedy horror#<NA>
Convent of Sinners#Joe D'Amato#Eva Grimaldi, Karin Well#Italy#Nunsploitation#<NA>
1987#1987#1987#1987#1987#1987.0
A Taxing Woman#Juzo Itami#Nobuko Miyamoto, Tsutomu Yamazaki#Japan#Comedy#<NA>
1988#<NA>#<NA>#<NA>#<NA>#<NA>
A Taxing Woman's Return#Juzo Itami#Nobuko Miyamoto, Rentarō Mikuni#Japan#Comedy#<NA>
