name#birth_date_(age)#prefecture_of_origin#generation
Rina Inoue (井上梨名)#(age 24)#Hyōgo#2
Hikari Endō (遠藤光莉)*#(age 26)#Kanagawa#2
Rei Ōzono (大園玲)*#(age 25)#Kagoshima#2
Akiho Ōnuma (大沼晶保)*#(age 25)#Shizuoka#2
Marino Kōsaka (幸阪茉里乃)*#(age 22)#Mie#2
Yui Takemoto (武元唯衣)#(age 23)#Shiga#2
Hono Tamura (田村保乃)#(age 26)#Osaka#2
Karin Fujiyoshi (藤吉夏鈴)#(age 23)#Osaka#2
Kira Masumoto (増本綺良)*#(age 23)#Hyōgo#2
Rina Matsuda (松田里奈)#(age 25)#Miyazaki#2
Hikaru Morita (森田ひかる)#(age 23)#Fukuoka#2
Rena Moriya (守屋麗奈)*#(age 25)#Tokyo#2
Ten Yamasaki (山﨑天)#(age 19)#Osaka#2
Rika Ishimori (石森璃花)#(age 23)#Gunma#3
Riko Endō (遠藤理子)#(age 19)#Saitama#3
Reina Odakura (小田倉麗奈)#(age 20)#Tokyo#3
Nagisa Kojima (小島凪紗)#(age 19)#Nagano#3
Airi Taniguchi (谷口愛季)#(age 20)#Yamaguchi#3
Yuzuki Nakashima (中嶋優月)#(age 22)#Fukuoka#3
Mio Matono (的野美青)#(age 18)#Fukuoka#3
Itoha Mukai (向井純葉)#(age 19)#Hiroshima#3
Yū Murai (村井優)#(age 20)#Tokyo#3
Miu Murayama (村山美羽)#(age 20)#Tokyo#3
Shizuki Yamashita (山下瞳月)#(age 20)#Kyoto#3
