round#away_team#score#home_team#date#kickoff_(et_/_utc–5)#national_tv_network(s)#streaming#viewers_(millions)#tv_rating
Wild Card playoffs#Los Angeles Rams#34–31#Carolina Panthers#January 10, 2026#4:30 p.m.#Fox#Fox One#28.0#12.8
Wild Card playoffs#Green Bay Packers#27–31#Chicago Bears#January 10, 2026#8:00 p.m.#—N/a[a]#Prime Video#31.6#12.5
Wild Card playoffs#Buffalo Bills#27–24#Jacksonville Jaguars#January 11, 2026#1:00 p.m.#CBS#Paramount+#32.7#15.7
Wild Card playoffs#San Francisco 49ers#23–19#Philadelphia Eagles#January 11, 2026#4:30 p.m.#Fox#Fox One#41.0#18.6
Wild Card playoffs#Los Angeles Chargers#3–16#New England Patriots#January 11, 2026#8:15 p.m.#NBC#Peacock#28.9#12.5
Wild Card playoffs#Houston Texans#30–6#Pittsburgh Steelers#January 12, 2026#8:15 p.m.#ESPN/ABC#ESPN DTC#29.1#15.1
Divisional playoffs#Buffalo Bills#30–33 (OT)#Denver Broncos#January 17, 2026#4:30 p.m.#CBS#Paramount+#39.6#21.0
Divisional playoffs#San Francisco 49ers#6–41#Seattle Seahawks#January 17, 2026#8:20 p.m.#Fox#Fox One#32.0#13.8
Divisional playoffs#Houston Texans#16–28#New England Patriots#January 18, 2026#3:00 p.m.#ESPN/ABC#ESPN DTC#38.0#<NA>
Divisional playoffs#Los Angeles Rams#20–17 (OT)#Chicago Bears#January 18, 2026#6:30 p.m.#NBC#Peacock#45.4#18.4
Conference championships#New England Patriots#10–7#Denver Broncos#January 25, 2026#3:00 p.m.#CBS#Paramount+#48.6#22.8
Conference championships#Los Angeles Rams#27–31#Seattle Seahawks#January 25, 2026#6:30 p.m.#Fox#Fox One#46.0#20.9
Super Bowl LX Levi's Stadium in Santa Clara, California#Seattle Seahawks#29–13#New England Patriots#February 8, 2026#6:30 p.m.#NBC#Peacock#<NA>#<NA>
