no.#title#directed_by#original_release_date
1#"Beautiful Pilot"#Ryan Murphy#January 21, 2026
2#"Beautiful Jordan"#Alexis Martin Woodall#January 21, 2026
3#"Beautiful Christopher Cross"#Ryan Murphy#January 21, 2026
4#"Beautiful Chimp Face"#Alexis Martin Woodall#January 28, 2026
5#"Beautiful Billionaires"#Alexis Martin Woodall#February 4, 2026
6#"Beautiful Patient Zero"#Michael Uppendahl#February 11, 2026
7#"Beautiful Living Rooms"#Michael Uppendahl#February 18, 2026
8#"Beautiful Brothers"#Michael Uppendahl#February 25, 2026
9#"Beautiful Evolution"#Crystle Roberson#February 25, 2026
10#"Beautiful Beauty Day"#Michael Uppendahl#March 4, 2026
11#"Beautiful Betrayal"#Michael Uppendahl#March 4, 2026
