no.#title#original_release_date
1#"The Woman Known as the Witch of Yeouido" Transliteration: "Yeouido manyeora bullineun yeoja" (Korean: 여의도 마녀라 불리는 여자)#January 17, 2026
2#"Between Recruitment and Infiltration" Transliteration: "Ipsawa chimtu sai" (Korean: 입사와 침투 사이)#January 18, 2026
3#"Right Under the Nose and in the Line of Fire" Transliteration: "Deungjan miteun eodupgo tteugeopda" (Korean: 등잔 밑은 어둡고 뜨겁다)#January 24, 2026
4#"Sleeping with the Enemy" Transliteration: "Jeokgwaui dongchim" (Korean: 적과의 동침)#January 25, 2026
5#"Ready or Not, Here I Come" Transliteration: "Kkokkkok sumeora meorikarak boilla" (Korean: 꼭꼭 숨어라 머리카락 보일라)#January 31, 2026
6#"The Silence of the Misses" Transliteration: "'Yang'deurui chimmuk" (Korean: '양'들의 침묵)#February 1, 2026
7#"I Know What You Did Last Summer" Transliteration: "Naneul nega jinan yeoreume han ireul algo ittda" (Korean: 나는 네가 지난 여름에 한 일을 알고 있다)#February 7, 2026
8#"Money Monster" Transliteration: "Meoni monseuteo" (Korean: 머니 몬스터)#February 8, 2026
9#<NA>#February 14, 2026
10#<NA>#February 15, 2026
11#<NA>#February 21, 2026
12#<NA>#February 22, 2026
13#<NA>#February 28, 2026
14#<NA>#March 1, 2026
15#<NA>#March 7, 2026
16#<NA>#March 8, 2026
