no._in_season#no._in_series#title#original_air_date
1#14#"Xiān Zhèn Fortress" "Sen Jin Jō" (仙鎮城)#October 1, 2018
2#15#"The Stolen Sorcerous Blades" "Ubawareta maken" (奪われた魔剣)#October 8, 2018
3#16#"Princess of Cruelty" "Shokushin Dokki" (蝕心毒姫)#October 15, 2018
4#17#"Close Foes" "Shinkin Tekijin" (親近敵人)#October 22, 2018
5#18#"Hellfire Valley" "Gyōka no Tani" (業火の谷)#October 29, 2018
6#19#"A Poisoner's Pride" "Dokushu no Hokori" (毒手の誇り)#November 5, 2018
7#20#"Bewitched Whispering" "Yōki no Sasayaki" (妖姫の囁き)#November 12, 2018
8#21#"The Song That Dooms Evil" "Genka Danja" (弦歌斷邪)#November 19, 2018
9#22#"The Path of the Strong" "Tsuwamono no Michi" (強者の道)#November 26, 2018
10#23#"Demonic Swords/Holy Swords" "Maken/Seiken" (魔剣／聖剣)#December 3, 2018
11#24#"The Dignity of Evil" "Aku no Kyōji" (悪の矜恃)#December 10, 2018
12#25#"The Hunting Fox" "Tsuimei Reiko" (追命靈狐)#December 17, 2018
13#26#"A Bizarre, Bloodstained Ballad" "Senketsu no Renka" (鮮血の恋歌)#December 24, 2018
