skip#third#second#lead#alternate#coach#club
Ryan Cain#Chris McCann#Trevor Crouse#Mike Flannery Jr.#<NA>#<NA>#Capital WC, Fredericton
Travis Colter#Jack Smeltzer#Alex Peasley#Michael Donovan#Mitchell Small#<NA>#Curl Moncton, Moncton
James Grattan#Joel Krats#Andy McCann#Noah Riggs#<NA>#Dean Grattan#Gage G&CC, Oromocto
Rajan Dalrymple (Fourth)#Brody Hanson (Skip)#Drew Grattan#Shannon Fenelon#<NA>#<NA>#Capital WC, Fredericton
Trevor Hanson#Adam MacDonald#Scott Archibald#Joel Graham#Steve Christie#<NA>#Gage G&CC, Oromocto
Mark Harris#Brandon Harris#Jayme Shannon#Dan Mersereau#Jamie Bennett#<NA>#Gladstone CC, Fredericton Junction
Michael Hughes#Xander King#Sam Worden#Matt Hughes#<NA>#<NA>#Carleton CC, Carleton
Jeremy Mallais (Fourth)#Scott Jones (Skip)#Brian King#Jared Bezanson#Matt Stanley#<NA>#Curl Moncton, Moncton
Austen Matheson#Ron-Allen Elsinga#Dakari Rouselle#James Watson#<NA>#Colin Matheson#Woodstock G&CC, Woodstock
Matt Munro#Chris Cogswell#Adam Bowering#Kelly Harris#Chris Jenkins#<NA>#Gage G&CC, Oromocto
Grant Odishaw#Marc LeCocq#Sam Forestell#Vance LeCocq#<NA>#<NA>#Curl Moncton, Moncton
Colten Steele#Rene Comeau#Alex Robichaud#Cameron Sallaj#<NA>#<NA>#Capital WC, Fredericton
Jamie Stewart#Sean Beland#Aden Kavanaugh#James Carr#Luke Robichaud#Gary Wilson#Capital WC, Fredericton
Jason Vaughan#Spencer Mawhinney#Josh Vaughan#Paul Nason#Peter Case#<NA>#Thistle-St. Andrews CC, Saint John
