название#площадь_(км²)#население_(2020)#координаты#комарка
Абехар исп. Abejar#2343#286#41°48′27″ с. ш. 2°47′08″ з. д.HGЯO#Пинарес
Адрадас исп. Adradas#6747#59#41°21′02″ с. ш. 2°28′24″ з. д.HGЯO#Альмаса
Агреда исп. Ágreda#16493#3026#41°51′18″ с. ш. 1°55′13″ з. д.HGЯO#Монкайо
Альконаба исп. Alconaba#5225#179#41°43′25″ с. ш. 2°23′07″ з. д.HGЯO#Френтес
Алькубилья-де-Авельянеда исп. Alcubilla de Avellaneda#60#105#41°43′30″ с. ш. 3°18′17″ з. д.HGЯO#Тьеррас-дель-Бурго
Алькубилья-де-лас-Пеньяс исп. Alcubilla de las Peñas#86#52#41°15′04″ с. ш. 2°31′37″ з. д.HGЯO#Тьерра-де-Мединасели
Альдеалафуэнте исп. Aldealafuente#45#88#41°40′17″ с. ш. 2°19′30″ з. д.HGЯO#Кампо-де-Гомара
Альдеалисес исп. Aldealices#633#35#41°54′07″ с. ш. 2°18′34″ з. д.HGЯO#Альмарса
Альдеальпосо исп. Aldealpozo#1187#15#41°46′58″ с. ш. 2°12′19″ з. д.HGЯO#Френтес
Альдеальсеньор исп. Aldealseñor#9#29#41°52′44″ с. ш. 2°18′56″ з. д.HGЯO#Альмарса
Альдеуэла-де-Перианьес исп. Aldehuela de Periáñez#27#32#41°47′29″ с. ш. 2°18′23″ з. д.HGЯO#Френтес
Алентиске исп. Alentisque#3497#30#41°25′11″ с. ш. 2°19′55″ з. д.HGЯO#Альмаса
Алиуд исп. Aliud#1765#20#41°39′16″ с. ш. 2°15′11″ з. д.HGЯO#Кампо-де-Гомара
Альмахано исп. Almajano#10#191#41°51′02″ с. ш. 2°20′16″ з. д.HGЯO#Альмарса
Альмалуэс исп. Almaluez#159#130#41°17′21″ с. ш. 2°16′09″ з. д.HGЯO#Тьерра-де-Мединасели
Альмарса исп. Almarza#100#602#41°56′47″ с. ш. 2°28′08″ з. д.HGЯO#Альмарса
Альмасан исп. Almazán#16653#5477#41°29′09″ с. ш. 2°31′59″ з. д.HGЯO#Альмасан
Альмасуль исп. Almazul#6786#62#41°34′25″ с. ш. 2°08′47″ з. д.HGЯO#Кампо-де-Гомара
Альменар-де-Сория исп. Almenar de Soria#106#232#41°40′56″ с. ш. 2°11′59″ з. д.HGЯO#Кампо-де-Гомара
Альпансеке исп. Alpanseque#5462#56#41°15′55″ с. ш. 2°40′15″ з. д.HGЯO#Альмаса
Аранкон исп. Arancón#7761#84#41°48′02″ с. ш. 2°16′53″ з. д.HGЯO#Френтес
Аркос-де-Халон исп. Arcos de Jalón#44154#1454#41°12′50″ с. ш. 2°16′15″ з. д.HGЯO#Тьерра-де-Мединасели
Аренильяс исп. Arenillas#3039#47#41°20′50″ с. ш. 2°50′43″ з. д.HGЯO#Берланга
Аревало-де-ла-Сьерра исп. Arévalo de la Sierra#39#76#41°56′50″ с. ш. 2°24′00″ з. д.HGЯO#Альмарса
Аусехо-де-ла-Сьерра исп. Ausejo de la Sierra#20#87#41°53′41″ с. ш. 2°22′26″ з. д.HGЯO#Альмарса
Бараона исп. Baraona#116#133#41°17′43″ с. ш. 2°39′26″ з. д.HGЯO#Альмаса
Барка исп. Barca#45#103#41°27′19″ с. ш. 2°37′18″ з. д.HGЯO#Альмаса
Барконес исп. Barcones#5542#20#41°17′30″ с. ш. 2°48′59″ з. д.HGЯO#Берланга
Баюбас-де-Абахо исп. Bayubas de Abajo#44#141#41°31′35″ с. ш. 2°53′45″ з. д.HGЯO#Берланга
Баюбас-де-Арриба исп. Bayubas de Arriba#2062#53#41°33′26″ с. ш. 2°53′10″ з. д.HGЯO#Берланга
Бератон исп. Beratón#4115#38#41°42′58″ с. ш. 1°48′39″ з. д.HGЯO#Монкайо
